TS_ID,TS_GROUP,TRAINING_WINDOW,PREDICTION_WINDOW,MODEL,TS_METRIC,RMSE,SMAPE,R2_SCORE,TRAINING_TIME,PREDICTION_TIME,N_SAMPLES,N_MISSING
0,institution_subnets,24,24,GRU,n_bytes,13951864065.01879,28.492789995192336,0.7442245955123622,0.38439106941223145,0.0,168,0
1,institution_subnets,24,24,GRU,n_bytes,6733285.302901571,183.74987247584443,0.008205893702081801,0.12561583518981934,0.0,168,0
2,institution_subnets,24,24,GRU,n_bytes,18527.113904032904,46.01569538177816,0.0018086198135764953,0.09359288215637207,0.0,168,0
3,institution_subnets,24,24,GRU,n_bytes,51933114.22461169,139.411491854131,0.0019278468291825668,0.09722614288330078,0.0,168,0
4,institution_subnets,24,24,GRU,n_bytes,202396855.2743294,84.84206144647534,0.06104390149099803,0.12125039100646973,0.0,168,0
5,institution_subnets,24,24,GRU,n_bytes,85274931.97320437,155.90240884937018,-0.1449888979074554,0.20166826248168945,0.0,168,0
6,institution_subnets,24,24,GRU,n_bytes,8169124095.955791,40.70741419203234,0.44417309707129393,0.13182497024536133,0.0,168,0
7,institution_subnets,24,24,GRU,n_bytes,640609518.9159623,72.30519545426895,0.18010411696414008,0.11177492141723633,0.0,168,0
8,institution_subnets,24,24,GRU,n_bytes,523971235.00491154,72.20154449129814,0.132619001996356,0.19959568977355957,0.0,168,0
9,institution_subnets,24,24,GRU,n_bytes,74352.91467307582,110.51444083343758,-0.13083174654485408,0.16470932960510254,0.0,168,0
10,institution_subnets,24,24,GRU,n_bytes,477951762.67081076,83.84781222713865,0.1472030812984112,0.19440603256225586,0.0,168,0
11,institution_subnets,24,24,GRU,n_bytes,1586035.3291169452,57.05802528260099,-0.010807257661862302,0.31943416595458984,0.0,168,0
12,institution_subnets,24,24,GRU,n_bytes,35635.990390801664,47.883368784019495,0.22428726626307682,0.09586572647094727,0.0,168,0
13,institution_subnets,24,24,GRU,n_bytes,456366406.7539825,86.34245811763715,-0.0148335722866757,0.1325385570526123,0.0,168,0
14,institution_subnets,24,24,GRU,n_bytes,1350387660.393448,82.99654838037905,0.054727136081346495,0.2030808925628662,0.0,168,0
