TS_ID,TS_GROUP,TRAINING_WINDOW,PREDICTION_WINDOW,MODEL,TS_METRIC,RMSE,SMAPE,R2_SCORE,TRAINING_TIME,PREDICTION_TIME,N_SAMPLES,N_MISSING
0,institutions,24,24,Mean,n_bytes,30855047854.484715,41.933328765509856,0.16852948007134927,0.0,0.0,168,1
1,institutions,24,24,Mean,n_bytes,20247433529.399353,34.695530276038795,0.22229676977502477,0.0,0.0,168,1
2,institutions,24,24,Mean,n_bytes,36692137178.96274,31.692785813043994,0.12130497136150531,0.0,0.0,168,1
3,institutions,24,24,Mean,n_bytes,11419055447.095476,46.22156010256548,0.22348754950675154,0.0,0.0,168,1
4,institutions,24,24,Mean,n_bytes,152156503.8705389,129.84144367795693,-0.014085727200822129,0.0,0.0,168,1
5,institutions,24,24,Mean,n_bytes,1186654940.00921,132.34522637194564,-0.026686544110529287,0.0,0.0,168,1
6,institutions,24,24,Mean,n_bytes,189943954.66951314,104.7165974110064,0.002489650035210178,0.0,0.0,168,1
7,institutions,24,24,Mean,n_bytes,327802884.32629925,140.74655757790907,-0.015132268828008888,0.0,0.0,168,1
8,institutions,24,24,Mean,n_bytes,93642664.32300268,153.43895716181427,-0.05794333325658174,0.0,0.0,168,15
9,institutions,24,24,Mean,n_bytes,4798480626.743567,58.29293492636349,0.047041218627221215,0.0,0.0,168,1
10,institutions,24,24,Mean,n_bytes,2399964397.5699296,89.55184492189764,-0.005162074347772272,0.0,0.0,168,1
11,institutions,24,24,Mean,n_bytes,1467085657.0671241,126.18169009455525,-0.014691427214631014,0.0,0.0,168,1
12,institutions,24,24,Mean,n_bytes,798297620.8644389,95.82100336306529,-0.02633004725378596,0.0,0.0,168,3
13,institutions,24,24,Mean,n_bytes,844327479.9325289,127.72651953217091,-0.019238184379073653,0.0,0.0,168,2
14,institutions,24,24,Mean,n_bytes,502290919.55933183,124.22727693706082,-0.10732999672400201,0.0,0.0,168,5
15,institutions,24,24,Mean,n_bytes,376384483.0968692,122.22420214556709,-0.030291922753494793,0.0,0.0,168,1
16,institutions,24,24,Mean,n_bytes,265524746.84750664,110.29747416327562,-0.06839340753356815,0.0,0.0,168,1
17,institutions,24,24,Mean,n_bytes,598040907.5486162,83.2848310074853,0.06990921631107638,0.0,0.0,168,1
18,institutions,24,24,Mean,n_bytes,138060503.9042848,120.72928870546373,-0.043488905583852544,0.0,0.0,168,57
19,institutions,24,24,Mean,n_bytes,757219634.6116124,123.36057148282664,-0.12789101543395232,0.0,0.0,168,4
20,institutions,24,24,Mean,n_bytes,209362790.70226476,94.24454164190638,-0.011794820336106682,0.0,0.0,168,3
21,institutions,24,24,Mean,n_bytes,2921708454.380004,149.167309791763,-0.11373067746902521,0.0,0.0,168,2
